Experiment	bias spectroscopy	
Date	16.08.2023 18:21:21	
User		
X (m)	-632.631E-9	
Y (m)	651.473E-9	
Z (m)	-125.842E-9	
Z offset (m)	0E+0	
Settling time (s)	100E-6	
Integration time (s)	25E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Filter type	Gaussian	
Order	2	
Cutoff frq		

[DATA]
Bias calc (V)	Current (A)	Lock In X (V)	Lock In Y (V)	Current (A) [filt]	Lock In X (V) [filt]	Lock In Y (V) [filt]
-60.0000E-3	-490.224E-12	4.62633E+0	-99.4233E-3	-490.224E-12	4.62633E+0	-99.4233E-3
-59.4000E-3	-490.549E-12	4.62242E+0	-130.395E-3	-487.107E-12	4.60218E+0	-129.478E-3
-58.8000E-3	-480.730E-12	4.57597E+0	-167.619E-3	-481.938E-12	4.56900E+0	-149.933E-3
-58.2000E-3	-481.858E-12	4.52347E+0	-170.894E-3	-473.784E-12	4.52565E+0	-157.287E-3
-57.6000E-3	-458.873E-12	4.47599E+0	-149.357E-3	-464.598E-12	4.47922E+0	-153.325E-3
-57.0000E-3	-451.931E-12	4.43343E+0	-142.103E-3	-456.201E-12	4.43705E+0	-143.880E-3
-56.4000E-3	-454.308E-12	4.39448E+0	-136.381E-3	-448.602E-12	4.40425E+0	-134.585E-3
-55.8000E-3	-440.502E-12	4.36817E+0	-125.980E-3	-442.428E-12	4.38749E+0	-125.922E-3
-55.2000E-3	-432.918E-12	4.37373E+0	-117.235E-3	-436.144E-12	4.38892E+0	-115.594E-3
-54.6000E-3	-433.142E-12	4.40838E+0	-105.828E-3	-428.195E-12	4.40327E+0	-103.344E-3
-54.0000E-3	-423.877E-12	4.42738E+0	-89.0368E-3	-419.197E-12	4.42066E+0	-88.4487E-3
-53.4000E-3	-401.586E-12	4.43600E+0	-74.8359E-3	-409.004E-12	4.43286E+0	-69.7295E-3
-52.8000E-3	-400.513E-12	4.44285E+0	-50.0896E-3	-398.472E-12	4.43604E+0	-48.5592E-3
-52.2000E-3	-391.517E-12	4.43927E+0	-20.4542E-3	-388.822E-12	4.42931E+0	-28.1117E-3
-51.6000E-3	-375.651E-12	4.41946E+0	-7.79177E-3	-381.093E-12	4.41160E+0	-12.1014E-3
-51.0000E-3	-371.868E-12	4.38773E+0	1.30732E-3	-375.425E-12	4.38556E+0	-3.17865E-3
-50.4000E-3	-373.927E-12	4.35089E+0	3.46839E-3	-371.164E-12	4.36023E+0	-433.640E-6
-49.8000E-3	-371.691E-12	4.32761E+0	-2.40302E-3	-365.691E-12	4.34650E+0	149.067E-6
-49.2000E-3	-356.561E-12	4.33724E+0	-3.19877E-3	-358.093E-12	4.34930E+0	2.57929E-3
-48.6000E-3	-345.092E-12	4.36692E+0	5.98845E-3	-348.907E-12	4.36480E+0	10.4643E-3
-48.0000E-3	-345.162E-12	4.38914E+0	20.7269E-3	-338.962E-12	4.38313E+0	24.8716E-3
-47.4000E-3	-328.219E-12	4.40306E+0	42.6968E-3	-329.121E-12	4.39574E+0	43.3345E-3
-46.8000E-3	-314.277E-12	4.40480E+0	66.4480E-3	-319.069E-12	4.40022E+0	62.6959E-3
-46.2000E-3	-313.069E-12	4.39945E+0	81.3434E-3	-308.908E-12	4.39862E+0	80.7750E-3
-45.6000E-3	-299.333E-12	4.39447E+0	97.3271E-3	-299.029E-12	4.39275E+0	96.4809E-3
-45.0000E-3	-287.190E-12	4.38760E+0	112.598E-3	-288.500E-12	4.38195E+0	108.730E-3
-44.4000E-3	-278.295E-12	4.37278E+0	122.140E-3	-278.091E-12	4.36413E+0	114.357E-3
-43.8000E-3	-266.158E-12	4.34201E+0	121.351E-3	-268.286E-12	4.33992E+0	107.535E-3
-43.2000E-3	-262.299E-12	4.30742E+0	99.1487E-3	-258.801E-12	4.31407E+0	85.3931E-3
-42.6000E-3	-246.651E-12	4.28575E+0	51.7475E-3	-248.963E-12	4.29002E+0	52.1445E-3
-42.0000E-3	-239.943E-12	4.27421E+0	6.35958E-3	-237.988E-12	4.26609E+0	19.4909E-3
-41.4000E-3	-228.917E-12	4.24627E+0	-18.5642E-3	-226.893E-12	4.23718E+0	67.2096E-6
-40.8000E-3	-209.229E-12	4.20301E+0	-12.1973E-3	-216.849E-12	4.19927E+0	49.1468E-6
-40.2000E-3	-211.399E-12	4.15789E+0	11.6752E-3	-207.990E-12	4.15243E+0	15.6291E-3
-39.6000E-3	-200.456E-12	4.10227E+0	41.8199E-3	-200.203E-12	4.10079E+0	36.6187E-3
-39.0000E-3	-191.125E-12	4.04291E+0	64.0328E-3	-192.119E-12	4.04867E+0	53.9503E-3
-38.4000E-3	-186.004E-12	3.99618E+0	66.0659E-3	-183.625E-12	3.99969E+0	63.0681E-3
-37.8000E-3	-170.834E-12	3.95274E+0	68.8497E-3	-176.424E-12	3.95624E+0	64.7933E-3
-37.2000E-3	-171.531E-12	3.91454E+0	61.8850E-3	-170.793E-12	3.91905E+0	63.7144E-3
-36.6000E-3	-166.994E-12	3.88277E+0	57.9895E-3	-166.040E-12	3.88809E+0	64.7622E-3
-36.0000E-3	-161.535E-12	3.85962E+0	67.5832E-3	-161.024E-12	3.86427E+0	70.0746E-3
-35.4000E-3	-156.569E-12	3.84216E+0	79.2039E-3	-154.193E-12	3.84703E+0	79.6246E-3
-34.8000E-3	-145.918E-12	3.83431E+0	91.2940E-3	-146.538E-12	3.83302E+0	90.3103E-3
-34.2000E-3	-136.913E-12	3.82480E+0	103.191E-3	-138.744E-12	3.81676E+0	98.7962E-3
-33.6000E-3	-132.370E-12	3.80100E+0	106.608E-3	-131.373E-12	3.79343E+0	102.910E-3
-33.0000E-3	-124.200E-12	3.76574E+0	105.788E-3	-124.437E-12	3.76075E+0	100.851E-3
-32.4000E-3	-117.577E-12	3.72420E+0	97.7888E-3	-117.689E-12	3.71968E+0	92.1019E-3
-31.8000E-3	-110.331E-12	3.67533E+0	79.3820E-3	-110.943E-12	3.67252E+0	78.8905E-3
-31.2000E-3	-105.107E-12	3.62247E+0	60.0916E-3	-104.300E-12	3.62064E+0	65.4698E-3
-30.6000E-3	-97.6565E-12	3.56824E+0	50.4462E-3	-97.6196E-12	3.56374E+0	56.7626E-3
-30.0000E-3	-90.1262E-12	3.50724E+0	50.1230E-3	-90.7986E-12	3.50013E+0	55.5251E-3
-29.4000E-3	-84.8199E-12	3.43522E+0	58.3221E-3	-84.0192E-12	3.42690E+0	60.7497E-3
-28.8000E-3	-76.4565E-12	3.35174E+0	70.4743E-3	-77.5246E-12	3.34154E+0	69.1176E-3
-28.2000E-3	-71.2866E-12	3.25195E+0	79.5618E-3	-71.5410E-12	3.24343E+0	76.9587E-3
-27.6000E-3	-65.5880E-12	3.13946E+0	85.1681E-3	-65.8570E-12	3.13417E+0	81.4719E-3
-27.0000E-3	-61.1499E-12	3.01924E+0	84.8673E-3	-60.5587E-12	3.01742E+0	81.8785E-3
-26.4000E-3	-54.4592E-12	2.89621E+0	79.2778E-3	-55.2387E-12	2.89699E+0	79.3002E-3
-25.8000E-3	-50.4894E-12	2.77621E+0	74.6120E-3	-50.2264E-12	2.77458E+0	75.9612E-3
-25.2000E-3	-44.5482E-12	2.65349E+0	71.6328E-3	-45.5507E-12	2.64976E+0	73.5347E-3
-24.6000E-3	-41.6474E-12	2.52437E+0	72.8650E-3	-41.3918E-12	2.52103E+0	72.9278E-3
-24.0000E-3	-37.1754E-12	2.39097E+0	72.0983E-3	-37.5155E-12	2.38763E+0	73.5632E-3
-23.4000E-3	-33.8436E-12	2.25169E+0	75.9120E-3	-33.8933E-12	2.25079E+0	74.4717E-3
-22.8000E-3	-30.4336E-12	2.11098E+0	75.9814E-3	-30.4672E-12	2.11312E+0	74.8616E-3
-22.2000E-3	-26.6505E-12	1.97398E+0	73.9915E-3	-27.3956E-12	1.97749E+0	74.5487E-3
-21.6000E-3	-24.7828E-12	1.84227E+0	74.1992E-3	-24.4982E-12	1.84641E+0	73.5880E-3
-21.0000E-3	-22.0729E-12	1.71653E+0	72.4064E-3	-21.7729E-12	1.72103E+0	72.2101E-3
-20.4000E-3	-18.3667E-12	1.59803E+0	71.1801E-3	-19.2045E-12	1.60136E+0	70.3708E-3
